Citation_ID,Authors,Year,Title,Journal,Research_Type,Population_Type,Sample_Size,Study_Type,Study_Design,MP_Type,MP_Size,MP_Concentration,Exposure_Route,Exposure_Duration,Health_Outcomes,Key_Findings,Study_Quality,Geographic_Location,Full_Citation
1,Abimbola I,2024,In-situ detection of microplastics in the aquatic environment: A systematic literature review,Sci Total Environ,Review,Environmental,-,Systematic Review,-,-,-,-,-,-,-,-,-,Abimbola I, McAfee M, Creedon L, Gharbia S. In-situ detection of microplastics in the aquatic environment: A systematic literature review. Sci Total Environ. 2024;934:173111.
2,Ali-Hassanzadeh M,2025,The effects of exposure to microplastics on female reproductive health and pregnancy outcomes: A systematic review and meta-analysis,Reprod Toxicol,Review,Human,-,Systematic Review with Meta-analysis,-,-,-,-,-,-,-,-,-,Ali-Hassanzadeh M, Arefinia N, Ghoreshi ZA, Askarpour H, Mashayekhi-Sardoo H. The effects of exposure to microplastics on female reproductive health and pregnancy outcomes: A systematic review and meta-analysis. Reprod Toxicol. 2025;135:108932.
3,Anene DI,2025,Microplastics and chemical additives from disposable face masks: Environmental, human health and behavioural impacts,Sci Total Environ,Experimental,Environmental/Human,,-,-,PE,PPE (face mask fragments),,-,-,,-Ocean contamination,Behavioural impacts identified,Sci Total Environ,Anene DI, Beltran M, Tjahjono B, Schultz A, McKenzie M, Stevanovic S, et al. Microplastics and chemical additives from disposable face masks: Environmental, human health and behavioural impacts. Sci Total Environ. 2025;973:179079.
4,Arpia AA,2021,Microplastic degradation as a sustainable concurrent approach for producing biofuel and obliterating hazardous environmental effects: A state-of-the-art review,J Hazard Mater,Review,Environmental,-,Review,-,-,-,-,-,-,Biofuel production,-,-,Arpia AA, Chen WH, Ubando AT, Naqvi SR, Culaba AB. Microplastic degradation as a sustainable concurrent approach for producing biofuel and obliterating hazardous environmental effects: A state-of-the-art review. J Hazard Mater. 2021;418:126381.
5,Bayer A,2025,Trace metals associated with microplastics in the municipal and industrial wastewater treatment plants: A review,Mar Pollut Bull,Review,Environmental,-,Review,-,-,-,-,-,-,Wastewater treatment,-,-,Bayer A, Issatkulova A, Keshav V, Bronnimann S, Vodulevets N, Jachinski L. Trace metals associated with microplastics in the municipal and industrial wastewater treatment plants: A review. Mar Pollut Bull. 2025;207:117028.
6,Bhuyan MS,2024,Microplastics occurrence in sea cucumbers and impacts on sea cucumbers & human health: A systematic review,Sci Total Environ,Review,Marine/Animal,-,Systematic Review,-,1-5mm,,-,-,Ingestion,-,Health impacts on marine species,-,-,Bhuyan MS, Jenzri M, Pandit D, Adikari D, Alam MW, Kunda M. Microplastics occurrence in sea cucumbers and impacts on sea cucumbers & human health: A systematic review. Sci Total Environ. 2024;951:175792.
7,Cao ND,2024,Microplastics contamination in water supply system and treatment processes,Sci Total Environ,Experimental,Environmental,-,Field study,-,PP,PE,PET,<10um,<20um,-,-,Ingestion,,Water contamination assessed,-,-,Cao ND, Vo DT, Pham MD, Nguyen VT, Nguyen TB, Le LT, et al. Microplastics contamination in water supply system and treatment processes. Sci Total Environ. 2024;926:171793.
8,Chartres N,2024,Effects of Microplastic Exposure on Human Digestive, Reproductive, and Respiratory Health: A Rapid Systematic Review,Environ Sci Technol,Review,Human,-,Systematic Review,-,-,-,-,-,-,Human health impacts,Multiple routes,-,-,Chartres N, Cooper CB, Bland G, Pelch KE, Gandhi SA, BakenRa A, et al. Effects of Microplastic Exposure on Human Digestive, Reproductive, and Respiratory Health: A Rapid Systematic Review. Environ Sci Technol. 2024;58(52):22843-64.
9,Chen J,2024,Effects of micro/nanoplastics on oxidative damage and serum biochemical parameters in rats and mice: a meta-analysis,Environ Geochem Health,Review,Animal,,-Meta-analysis,,PS,PE,PET,,10ug/ml,,Oral,,Oxidative stress, inflammation,Both species affected,-,-,Chen J, Qi R, Cheng Y, Wang L, Cao X. Effects of micro/nanoplastics on oxidative damage and serum biochemical parameters in rats and mice: a meta-analysis. Environ Geochem Health. 2024;46(6):197.
10,Chengappa SK,2023,Microplastic content of over-the-counter toothpastes - a systematic review,F1000Res,Review,Environmental/Consumer,-,Systematic Review,-,-,-,-,-,-,Toothpaste contamination,-,-,Chengappa SK, Rao A, K SA, Jodalli PS, Shenoy Kudpi R. Microplastic content of over-the-counter toothpastes - a systematic review. F1000Res. 2023;12:390.
